대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리,이용시간
Dec-19,147,147. 마포역 4번출구 뒤,정기,M,AGE_003,76,14823.76,123.98,534210,1785
Dec-19,147,147. 마포역 4번출구 뒤,정기,M,AGE_004,65,9206.12,71.8,309470,1286
Dec-19,147,147. 마포역 4번출구 뒤,정기,M,AGE_005,52,7657.59,62.42,268890,1159
Dec-19,147,147. 마포역 4번출구 뒤,정기,M,AGE_006,6,213.86,1.94,8330,48
Dec-19,147,147. 마포역 4번출구 뒤,정기,M,AGE_007,2,310.6,2.39,10320,69
Dec-19,148,148. 용강동 주민센터 앞,단체,M,AGE_005,2,522.71,4.44,19130,103
Dec-19,148,148. 용강동 주민센터 앞,일일(비회원),\N,AGE_008,3,170.66,1.54,6630,197
Dec-19,148,148. 용강동 주민센터 앞,일일(회원),\N,AGE_001,3,570.9,5.03,21670,130
Dec-19,148,148. 용강동 주민센터 앞,일일(회원),\N,AGE_002,11,1520.37,13.87,59780,488
Dec-19,148,148. 용강동 주민센터 앞,일일(회원),\N,AGE_003,4,239.82,2.09,8990,82
Dec-19,148,148. 용강동 주민센터 앞,일일(회원),\N,AGE_004,1,520.51,5.35,23060,147
Dec-19,148,148. 용강동 주민센터 앞,일일(회원),,AGE_001,1,37.42,0.29,1260,5
Dec-19,148,148. 용강동 주민센터 앞,일일(회원),,AGE_002,8,265.93,2.79,11980,137
Dec-19,148,148. 용강동 주민센터 앞,일일(회원),F,AGE_002,2,106.75,1.27,5460,44
Dec-19,148,148. 용강동 주민센터 앞,일일(회원),F,AGE_003,3,183.53,1.65,7130,198
Dec-19,148,148. 용강동 주민센터 앞,일일(회원),F,AGE_004,5,827.92,8.1,34900,179
Dec-19,148,148. 용강동 주민센터 앞,일일(회원),M,AGE_002,9,874.3,7.51,32380,222
Dec-19,148,148. 용강동 주민센터 앞,일일(회원),M,AGE_003,5,2266.27,17.74,76430,152
Dec-19,148,148. 용강동 주민센터 앞,일일(회원),M,AGE_004,2,166.72,1.06,4590,72
Dec-19,148,148. 용강동 주민센터 앞,정기,\N,AGE_001,2,253.9,1.53,6610,56
Dec-19,148,148. 용강동 주민센터 앞,정기,\N,AGE_002,39,1491.49,13.65,58890,571
Dec-19,148,148. 용강동 주민센터 앞,정기,\N,AGE_003,35,2951.3,26.3,113330,557
Dec-19,148,148. 용강동 주민센터 앞,정기,\N,AGE_004,27,2093.1,17.77,76560,719
Dec-19,148,148. 용강동 주민센터 앞,정기,\N,AGE_005,33,3256.96,27.47,118380,601
Dec-19,148,148. 용강동 주민센터 앞,정기,\N,AGE_006,17,6153.95,42.82,184560,821
Dec-19,148,148. 용강동 주민센터 앞,정기,\N,AGE_007,5,265.45,2.47,10640,176
Dec-19,148,148. 용강동 주민센터 앞,정기,\N,AGE_008,13,541.7,4.99,21410,198
Dec-19,148,148. 용강동 주민센터 앞,정기,,AGE_002,19,523.64,5.53,23940,196
Dec-19,148,148. 용강동 주민센터 앞,정기,,AGE_003,14,2997.32,21.61,93180,798
Dec-19,148,148. 용강동 주민센터 앞,정기,,AGE_005,1,30.2,0.29,1230,46
Dec-19,148,148. 용강동 주민센터 앞,정기,F,AGE_002,43,2963.83,31.77,137070,615
Dec-19,148,148. 용강동 주민센터 앞,정기,F,AGE_003,13,3670,34.3,147830,227
Dec-19,148,148. 용강동 주민센터 앞,정기,F,AGE_004,18,2616.58,24.66,106260,718
Dec-19,148,148. 용강동 주민센터 앞,정기,F,AGE_005,1,12.41,0.13,570,11
Dec-19,148,148. 용강동 주민센터 앞,정기,F,AGE_006,5,1429.61,12.88,55540,232
Dec-19,148,148. 용강동 주민센터 앞,정기,M,AGE_002,36,2930.89,25.08,108050,811
Dec-19,148,148. 용강동 주민센터 앞,정기,M,AGE_003,48,3159.12,26.81,115670,683
Dec-19,148,148. 용강동 주민센터 앞,정기,M,AGE_004,137,10275.8,76.45,329340,2134
Dec-19,148,148. 용강동 주민센터 앞,정기,M,AGE_005,79,9776.98,89.28,384580,1849
Dec-19,148,148. 용강동 주민센터 앞,정기,M,AGE_006,17,1504.82,12.35,53270,1270
Dec-19,148,148. 용강동 주민센터 앞,정기,M,AGE_007,3,215.62,1.91,8250,180
Dec-19,150,150. 서강대역 2번출구 앞,단체,\N,AGE_001,2,59.46,0.53,2310,35
Dec-19,150,150. 서강대역 2번출구 앞,일일(비회원),\N,AGE_008,10,1043.76,9.41,40550,373
Dec-19,150,150. 서강대역 2번출구 앞,일일(비회원),M,AGE_008,1,0,0,0,47
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),\N,AGE_001,3,223.57,2.16,9290,83
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),\N,AGE_002,23,2395.28,21.63,93210,701
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),\N,AGE_003,3,353.17,3.04,13090,80
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),,AGE_002,1,262.29,2.65,11420,58
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),,AGE_005,1,0,0,0,8
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),F,AGE_001,8,1303.5,8.4,36220,256
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),F,AGE_002,10,864.19,8.8,37960,286
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),F,AGE_003,3,79.55,0.94,4060,16
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),M,AGE_001,2,163.73,1.47,6310,65
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),M,AGE_002,19,2412.43,19.9,85740,416
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),M,AGE_003,7,874.35,6.26,27020,166
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),M,AGE_004,1,33.26,0.24,1050,5
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),M,AGE_005,3,128.59,1.05,4510,30
Dec-19,150,150. 서강대역 2번출구 앞,일일(회원),M,AGE_007,1,235.82,1.84,7940,69
Dec-19,150,150. 서강대역 2번출구 앞,정기,\N,AGE_002,167,11126.73,89.37,385360,2338
Dec-19,150,150. 서강대역 2번출구 앞,정기,\N,AGE_003,48,3736.29,25.16,108330,503
Dec-19,150,150. 서강대역 2번출구 앞,정기,\N,AGE_004,17,778.51,6.12,26480,185
Dec-19,150,150. 서강대역 2번출구 앞,정기,\N,AGE_005,5,145.93,1.33,5720,34
Dec-19,150,150. 서강대역 2번출구 앞,정기,\N,AGE_006,1,19.94,0.22,950,8
Dec-19,150,150. 서강대역 2번출구 앞,정기,\N,AGE_008,1,55.86,0.5,2170,24
Dec-19,150,150. 서강대역 2번출구 앞,정기,,AGE_001,1,48.8,0.47,2020,9
Dec-19,150,150. 서강대역 2번출구 앞,정기,,AGE_002,9,749,6.96,30050,206
Dec-19,150,150. 서강대역 2번출구 앞,정기,,AGE_003,2,6.93,0.08,330,8
Dec-19,150,150. 서강대역 2번출구 앞,정기,,AGE_004,13,882.5,9.33,40130,390
Dec-19,150,150. 서강대역 2번출구 앞,정기,,AGE_005,3,547.15,3.91,16850,149
Dec-19,150,150. 서강대역 2번출구 앞,정기,F,AGE_002,48,2896.27,26.06,112370,489
Dec-19,150,150. 서강대역 2번출구 앞,정기,F,AGE_003,28,3621.32,47.68,205470,978
Dec-19,150,150. 서강대역 2번출구 앞,정기,F,AGE_004,12,1188.6,13.23,57050,166
Dec-19,150,150. 서강대역 2번출구 앞,정기,F,AGE_005,9,225.62,2.4,10330,99
Dec-19,150,150. 서강대역 2번출구 앞,정기,F,AGE_006,3,159.38,1.3,5590,33
Dec-19,150,150. 서강대역 2번출구 앞,정기,M,AGE_001,2,74.08,0.63,2730,15
Dec-19,150,150. 서강대역 2번출구 앞,정기,M,AGE_002,76,4460.96,36.53,157360,780
Dec-19,150,150. 서강대역 2번출구 앞,정기,M,AGE_003,81,4057.27,33.3,143210,725
Dec-19,150,150. 서강대역 2번출구 앞,정기,M,AGE_004,43,2841.91,23.18,99990,809
Dec-19,150,150. 서강대역 2번출구 앞,정기,M,AGE_005,28,5916.72,46.99,202440,520
Dec-19,150,150. 서강대역 2번출구 앞,정기,M,AGE_006,22,1519.16,12.91,55630,1241
Dec-19,151,151. 망원1동주민센터,단체,,AGE_002,2,259.45,2.33,10080,114
Dec-19,151,151. 망원1동주민센터,단체,F,AGE_001,2,111.71,1.01,4340,60
Dec-19,151,151. 망원1동주민센터,단체,M,AGE_003,2,271.18,1.98,8560,106
Dec-19,151,151. 망원1동주민센터,일일(비회원),\N,AGE_008,4,981.98,8.86,38150,268
Dec-19,151,151. 망원1동주민센터,일일(회원),\N,AGE_001,1,244.21,2.65,11420,65
Dec-19,151,151. 망원1동주민센터,일일(회원),\N,AGE_002,48,3574.07,33.03,142270,1462
Dec-19,151,151. 망원1동주민센터,일일(회원),\N,AGE_003,10,2322.39,18.73,80760,300
Dec-19,151,151. 망원1동주민센터,일일(회원),\N,AGE_004,4,299.36,3.22,13890,229
Dec-19,151,151. 망원1동주민센터,일일(회원),,AGE_002,3,230.85,1.67,7220,56
Dec-19,151,151. 망원1동주민센터,일일(회원),,AGE_003,1,162.17,1.3,5610,55
Dec-19,151,151. 망원1동주민센터,일일(회원),F,AGE_001,1,12.83,0.13,540,2
Dec-19,151,151. 망원1동주민센터,일일(회원),F,AGE_002,11,2071.86,23.61,101710,399
Dec-19,151,151. 망원1동주민센터,일일(회원),F,AGE_003,2,112.7,1.27,5450,39
Dec-19,151,151. 망원1동주민센터,일일(회원),M,AGE_002,11,776.39,6.57,28340,214
Dec-19,151,151. 망원1동주민센터,일일(회원),M,AGE_003,2,343.44,2.12,9150,38
Dec-19,151,151. 망원1동주민센터,일일(회원),M,AGE_004,2,149.23,1.22,5230,66
Dec-19,151,151. 망원1동주민센터,정기,\N,AGE_001,12,1347.01,14.87,64180,136
Dec-19,151,151. 망원1동주민센터,정기,\N,AGE_002,202,17260.23,146.27,630470,3327
Dec-19,151,151. 망원1동주민센터,정기,\N,AGE_003,75,5533.89,53.01,228410,1944
Dec-19,151,151. 망원1동주민센터,정기,\N,AGE_004,15,1559.27,12.6,54290,548
Dec-19,151,151. 망원1동주민센터,정기,\N,AGE_005,27,2822.24,23.56,101510,634
Dec-19,151,151. 망원1동주민센터,정기,\N,AGE_006,6,186.2,1.59,6860,84
Dec-19,151,151. 망원1동주민센터,정기,\N,AGE_008,1,31.66,0.29,1230,19
Dec-19,151,151. 망원1동주민센터,정기,,AGE_002,42,1962.31,16.13,69470,485
Dec-19,151,151. 망원1동주민센터,정기,,AGE_003,29,1305.07,10.77,46480,393
Dec-19,151,151. 망원1동주민센터,정기,,AGE_004,3,62.55,0.57,2430,22
Dec-19,151,151. 망원1동주민센터,정기,,AGE_005,2,80.9,0.53,2270,14
Dec-19,151,151. 망원1동주민센터,정기,,AGE_006,1,40.15,0.36,1560,10
Dec-19,151,151. 망원1동주민센터,정기,F,AGE_001,1,218.28,1.97,8480,85
Dec-19,151,151. 망원1동주민센터,정기,F,AGE_002,58,1754,19.54,84290,1010
Dec-19,151,151. 망원1동주민센터,정기,F,AGE_003,72,6055.17,60.59,261300,2148
Dec-19,151,151. 망원1동주민센터,정기,F,AGE_004,8,1552.95,16.91,72890,337
Dec-19,151,151. 망원1동주민센터,정기,F,AGE_005,18,1390.78,12.94,55860,363
Dec-19,151,151. 망원1동주민센터,정기,F,AGE_006,1,45.9,0.37,1610,12
Dec-19,151,151. 망원1동주민센터,정기,M,AGE_002,106,4884.68,37.81,163310,3297
Dec-19,151,151. 망원1동주민센터,정기,M,AGE_003,104,7857.88,63.61,274390,3893
Dec-19,151,151. 망원1동주민센터,정기,M,AGE_004,21,1768.12,14.24,61410,528
Dec-19,151,151. 망원1동주민센터,정기,M,AGE_005,12,1264.65,10.44,45000,256
Dec-19,151,151. 망원1동주민센터,정기,M,AGE_006,4,216.97,1.59,6830,75
Dec-19,151,151. 망원1동주민센터,정기,M,AGE_007,2,21.38,0.14,600,27
Dec-19,152,152. 마포구민체육센터 앞,단체,\N,AGE_001,3,415.56,4.06,17490,90
Dec-19,152,152. 마포구민체육센터 앞,단체,\N,AGE_002,10,629.68,5.96,25760,575
Dec-19,152,152. 마포구민체육센터 앞,단체,F,AGE_003,2,468.41,5.6,24140,112
Dec-19,152,152. 마포구민체육센터 앞,단체,F,AGE_004,8,542.09,4.89,21060,287
Dec-19,152,152. 마포구민체육센터 앞,단체,M,AGE_001,2,222.29,1.69,7290,83
Dec-19,152,152. 마포구민체육센터 앞,단체,M,AGE_002,2,491.16,3.64,15700,87
Dec-19,152,152. 마포구민체육센터 앞,단체,M,AGE_004,5,1634.72,12.89,55560,198
Dec-19,152,152. 마포구민체육센터 앞,일일(비회원),\N,AGE_008,28,4325.39,39.01,168040,1087
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),\N,AGE_001,11,1807.15,21.1,91020,703
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),\N,AGE_002,51,8401.12,75.83,326850,1913
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),\N,AGE_003,21,1791.07,15.88,68460,481
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),\N,AGE_004,10,1725.36,15.23,65660,545
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),\N,AGE_005,4,914.26,7.36,31690,148
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),\N,AGE_008,1,105.85,1.13,4860,23
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),,AGE_001,4,492.04,5.31,22890,186
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),,AGE_002,9,1594.47,14.21,61260,403
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),,AGE_003,1,1262.25,9.86,42500,50
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),F,AGE_001,10,1961.12,21.68,93420,664
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),F,AGE_002,22,3466.25,34.86,150210,859
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),F,AGE_003,12,1429.98,14.19,61190,466
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),F,AGE_004,6,439.31,4.78,20630,378
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),F,AGE_005,1,353.37,4.6,19830,104
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),M,AGE_001,2,275.91,2.2,9520,52
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),M,AGE_002,42,6726.93,54.48,235010,1672
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),M,AGE_003,11,1386.8,12.18,52530,322
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),M,AGE_004,8,1512.87,11.21,48300,439
Dec-19,152,152. 마포구민체육센터 앞,일일(회원),M,AGE_005,8,1472.47,14.61,62940,647
Dec-19,152,152. 마포구민체육센터 앞,정기,\N,AGE_001,2,309.08,3.41,14700,97
Dec-19,152,152. 마포구민체육센터 앞,정기,\N,AGE_002,213,14024.42,124.19,535360,4113
Dec-19,152,152. 마포구민체육센터 앞,정기,\N,AGE_003,71,5444.87,53.92,232350,1864
Dec-19,152,152. 마포구민체육센터 앞,정기,\N,AGE_004,63,11775.67,91.66,395230,2227
Dec-19,152,152. 마포구민체육센터 앞,정기,\N,AGE_005,32,3593.89,28.77,124050,752
Dec-19,152,152. 마포구민체육센터 앞,정기,\N,AGE_006,8,2090.29,16.87,72740,513
Dec-19,152,152. 마포구민체육센터 앞,정기,\N,AGE_007,8,6608.13,48.4,208590,684
Dec-19,152,152. 마포구민체육센터 앞,정기,\N,AGE_008,1,170,1.11,4770,24
Dec-19,152,152. 마포구민체육센터 앞,정기,,AGE_001,1,24.09,0.27,1170,5
Dec-19,152,152. 마포구민체육센터 앞,정기,,AGE_002,85,13050.87,119.99,517060,2065
Dec-19,152,152. 마포구민체육센터 앞,정기,,AGE_003,25,780.41,18.8,81110,742
Dec-19,152,152. 마포구민체육센터 앞,정기,,AGE_004,3,202.96,2.04,8800,42
Dec-19,152,152. 마포구민체육센터 앞,정기,,AGE_005,2,129.84,1.03,4440,55
Dec-19,152,152. 마포구민체육센터 앞,정기,,AGE_006,1,0,0,0,6
Dec-19,152,152. 마포구민체육센터 앞,정기,F,AGE_001,4,433.37,4.91,21190,204
Dec-19,152,152. 마포구민체육센터 앞,정기,F,AGE_002,64,4915.64,51.85,223590,1728
Dec-19,152,152. 마포구민체육센터 앞,정기,F,AGE_003,80,14973.98,127.34,548850,2033
Dec-19,152,152. 마포구민체육센터 앞,정기,F,AGE_004,82,8110.97,81.69,351970,1969
Dec-19,152,152. 마포구민체육센터 앞,정기,F,AGE_005,2,143.03,1.31,5630,30
Dec-19,152,152. 마포구민체육센터 앞,정기,F,AGE_007,4,160.1,1.44,6220,192
Dec-19,152,152. 마포구민체육센터 앞,정기,M,AGE_001,4,694.66,5.61,24160,114
Dec-19,152,152. 마포구민체육센터 앞,정기,M,AGE_002,88,8029.69,65.93,284180,1416
Dec-19,152,152. 마포구민체육센터 앞,정기,M,AGE_003,143,11711.32,100.92,434900,4625
Dec-19,152,152. 마포구민체육센터 앞,정기,M,AGE_004,70,8240.71,66.53,286820,1723
Dec-19,152,152. 마포구민체육센터 앞,정기,M,AGE_005,18,1735.06,13.91,59880,457
Dec-19,152,152. 마포구민체육센터 앞,정기,M,AGE_006,13,3390.21,25.04,108000,278
Dec-19,153,153. 성산2교 사거리,단체,\N,AGE_001,1,17.42,0.19,800,10
Dec-19,153,153. 성산2교 사거리,단체,\N,AGE_002,2,159.85,1.95,8410,86
Dec-19,153,153. 성산2교 사거리,일일(비회원),\N,AGE_008,4,3644.02,32.85,141570,68
Dec-19,153,153. 성산2교 사거리,일일(회원),\N,AGE_001,1,70.27,0.63,2730,15
Dec-19,153,153. 성산2교 사거리,일일(회원),\N,AGE_002,14,1548.15,13.85,59670,474
Dec-19,153,153. 성산2교 사거리,일일(회원),\N,AGE_003,7,685.87,6.6,28460,212
Dec-19,153,153. 성산2교 사거리,일일(회원),\N,AGE_004,1,303.05,1.72,7430,46
Dec-19,153,153. 성산2교 사거리,일일(회원),\N,AGE_005,2,221.44,1.75,7550,48
Dec-19,153,153. 성산2교 사거리,일일(회원),\N,AGE_008,1,61.26,0.55,2380,29
Dec-19,153,153. 성산2교 사거리,일일(회원),,AGE_002,4,455.33,4.28,18430,187
Dec-19,153,153. 성산2교 사거리,일일(회원),,AGE_003,5,269.68,3.01,12970,73
Dec-19,153,153. 성산2교 사거리,일일(회원),F,AGE_001,2,81.49,0.79,3430,22
Dec-19,153,153. 성산2교 사거리,일일(회원),F,AGE_002,10,916.27,9.69,41760,384
Dec-19,153,153. 성산2교 사거리,일일(회원),F,AGE_003,3,395.28,3.84,16530,74
Dec-19,153,153. 성산2교 사거리,일일(회원),M,AGE_002,11,883.58,6.95,29950,240
Dec-19,153,153. 성산2교 사거리,일일(회원),M,AGE_003,12,2156.23,20.25,87320,542
Dec-19,153,153. 성산2교 사거리,일일(회원),M,AGE_004,4,680.27,4.69,20210,87
Dec-19,153,153. 성산2교 사거리,일일(회원),M,AGE_005,1,0,0,0,15
Dec-19,153,153. 성산2교 사거리,정기,\N,AGE_001,7,213.87,2.09,8970,101
Dec-19,153,153. 성산2교 사거리,정기,\N,AGE_002,172,11825.36,109.45,471840,2736
Dec-19,153,153. 성산2교 사거리,정기,\N,AGE_003,85,9905.16,85.73,369560,1944
Dec-19,153,153. 성산2교 사거리,정기,\N,AGE_004,106,16745.22,145.09,625480,1676
Dec-19,153,153. 성산2교 사거리,정기,\N,AGE_005,34,10248.96,82.88,357170,603
Dec-19,153,153. 성산2교 사거리,정기,\N,AGE_007,2,76.97,0.66,2840,13
Dec-19,153,153. 성산2교 사거리,정기,\N,AGE_008,3,145.34,1.28,5500,34
Dec-19,153,153. 성산2교 사거리,정기,,AGE_002,29,1160.15,12.32,53090,429
Dec-19,153,153. 성산2교 사거리,정기,,AGE_003,5,290.31,2.87,12340,78
Dec-19,153,153. 성산2교 사거리,정기,,AGE_004,6,215.34,1.93,8300,104
Dec-19,153,153. 성산2교 사거리,정기,,AGE_005,3,199.74,1.63,7010,39
Dec-19,153,153. 성산2교 사거리,정기,,AGE_007,1,77.27,0.63,2710,23
Dec-19,153,153. 성산2교 사거리,정기,F,AGE_002,35,1340.73,13.28,57300,733
Dec-19,153,153. 성산2교 사거리,정기,F,AGE_003,61,4075.55,41.72,179930,1287
Dec-19,153,153. 성산2교 사거리,정기,F,AGE_004,18,3392.54,36.49,157260,399
Dec-19,153,153. 성산2교 사거리,정기,F,AGE_005,5,72.66,0.73,3090,39
Dec-19,153,153. 성산2교 사거리,정기,F,AGE_006,4,250.03,1.91,8200,126
Dec-19,153,153. 성산2교 사거리,정기,M,AGE_002,51,2630.43,21.66,93430,891
Dec-19,153,153. 성산2교 사거리,정기,M,AGE_003,32,3550.28,28.72,123800,682
Dec-19,153,153. 성산2교 사거리,정기,M,AGE_004,41,2520.13,20.8,89760,770
Dec-19,153,153. 성산2교 사거리,정기,M,AGE_005,26,1307.03,10.44,45060,351
Dec-19,153,153. 성산2교 사거리,정기,M,AGE_006,11,955.11,7.11,30690,185
Dec-19,153,153. 성산2교 사거리,정기,M,AGE_007,2,185.68,1.21,5210,101
Dec-19,153,153. 성산2교 사거리,정기,M,AGE_008,1,28.14,0.24,1030,12
Dec-19,154,154. 마포구청역 ,일일(비회원),\N,AGE_008,7,455.61,4.1,17700,98
Dec-19,154,154. 마포구청역 ,일일(회원),\N,AGE_001,2,758.93,7.74,33340,222
Dec-19,154,154. 마포구청역 ,일일(회원),\N,AGE_002,40,6043.08,54.89,236620,1014
Dec-19,154,154. 마포구청역 ,일일(회원),\N,AGE_003,7,227.72,2.26,9780,80
Dec-19,154,154. 마포구청역 ,일일(회원),\N,AGE_004,4,218.63,1.87,8060,61
Dec-19,154,154. 마포구청역 ,일일(회원),,AGE_001,1,74.13,0.67,2880,29
Dec-19,154,154. 마포구청역 ,일일(회원),,AGE_002,5,319.12,2.07,8960,98
Dec-19,154,154. 마포구청역 ,일일(회원),,AGE_003,2,101.16,0.9,3850,22
Dec-19,154,154. 마포구청역 ,일일(회원),,AGE_004,1,93.72,1.12,4830,40
Dec-19,154,154. 마포구청역 ,일일(회원),F,AGE_002,6,327.89,3.59,15480,172
Dec-19,154,154. 마포구청역 ,일일(회원),F,AGE_003,4,694.85,6.42,27660,156
Dec-19,154,154. 마포구청역 ,일일(회원),F,AGE_004,3,272.42,2.97,12820,136
Dec-19,154,154. 마포구청역 ,일일(회원),F,AGE_005,1,124.21,1.43,6150,102
Dec-19,154,154. 마포구청역 ,일일(회원),M,AGE_001,1,198.2,1.79,7700,134
Dec-19,154,154. 마포구청역 ,일일(회원),M,AGE_002,21,3817.87,33.05,142440,676
Dec-19,154,154. 마포구청역 ,일일(회원),M,AGE_003,15,1455.58,11.5,49610,345
Dec-19,154,154. 마포구청역 ,일일(회원),M,AGE_004,2,349.39,2.79,12020,108
Dec-19,154,154. 마포구청역 ,일일(회원),M,AGE_005,2,49.94,0.45,1940,26
Dec-19,154,154. 마포구청역 ,정기,\N,AGE_001,4,1490.57,16.83,72520,58
Dec-19,154,154. 마포구청역 ,정기,\N,AGE_002,173,11455.19,103.44,445790,3340
Dec-19,154,154. 마포구청역 ,정기,\N,AGE_003,86,6135.48,51.15,220400,1844
Dec-19,154,154. 마포구청역 ,정기,\N,AGE_004,43,2497.72,19.89,85730,635
Dec-19,154,154. 마포구청역 ,정기,\N,AGE_005,40,4089.57,35.53,153220,650
Dec-19,154,154. 마포구청역 ,정기,\N,AGE_006,14,702.66,6.77,29160,322
Dec-19,154,154. 마포구청역 ,정기,\N,AGE_007,1,29.3,0.34,1480,23
Dec-19,154,154. 마포구청역 ,정기,\N,AGE_008,1,101.16,0.91,3930,22
Dec-19,154,154. 마포구청역 ,정기,,AGE_001,1,93.45,1.01,4370,50
Dec-19,154,154. 마포구청역 ,정기,,AGE_002,10,398.39,3.64,15730,122
Dec-19,154,154. 마포구청역 ,정기,,AGE_003,9,395.89,3.64,15720,157
Dec-19,154,154. 마포구청역 ,정기,,AGE_004,1,30.24,0.19,830,8
Dec-19,154,154. 마포구청역 ,정기,F,AGE_002,33,2729.06,27.86,120030,745
Dec-19,154,154. 마포구청역 ,정기,F,AGE_003,81,6139.18,68.31,294480,1712
Dec-19,154,154. 마포구청역 ,정기,F,AGE_004,20,1301.72,13.95,60180,512
Dec-19,154,154. 마포구청역 ,정기,F,AGE_005,12,4020.56,39.19,168990,233
Dec-19,154,154. 마포구청역 ,정기,M,AGE_002,101,9693.86,69.44,299560,1878
Dec-19,154,154. 마포구청역 ,정기,M,AGE_003,83,10474.44,84.82,365630,1095
Dec-19,154,154. 마포구청역 ,정기,M,AGE_004,71,6619.92,53.63,231230,1855
Dec-19,154,154. 마포구청역 ,정기,M,AGE_005,20,2266.01,19,81920,235
Dec-19,154,154. 마포구청역 ,정기,M,AGE_006,4,512.34,4.07,17530,85
Dec-19,154,154. 마포구청역 ,정기,M,AGE_007,40,1894.27,12.37,53470,1402
Dec-19,155,155. 가좌역1 번출구 뒤,단체,\N,AGE_001,2,458.43,4.13,17810,122
Dec-19,155,155. 가좌역1 번출구 뒤,일일(비회원),\N,AGE_008,4,446.34,4.01,17340,94
Dec-19,155,155. 가좌역1 번출구 뒤,일일(회원),\N,AGE_002,21,3210.72,27.34,117920,356
Dec-19,155,155. 가좌역1 번출구 뒤,일일(회원),\N,AGE_003,5,1221.85,10.8,46550,132
Dec-19,155,155. 가좌역1 번출구 뒤,일일(회원),\N,AGE_004,1,54.31,0.49,2110,8
Dec-19,155,155. 가좌역1 번출구 뒤,일일(회원),,AGE_002,5,286.39,2.54,10940,133
Dec-19,155,155. 가좌역1 번출구 뒤,일일(회원),,AGE_003,1,71.99,0.8,3430,25
Dec-19,155,155. 가좌역1 번출구 뒤,일일(회원),F,AGE_002,6,436.8,4.19,18010,140
Dec-19,155,155. 가좌역1 번출구 뒤,일일(회원),F,AGE_003,1,70.14,0.86,3690,23
Dec-19,155,155. 가좌역1 번출구 뒤,일일(회원),M,AGE_002,12,1734.75,11.71,50500,140
Dec-19,155,155. 가좌역1 번출구 뒤,일일(회원),M,AGE_003,11,902.08,6.97,30040,212
Dec-19,155,155. 가좌역1 번출구 뒤,일일(회원),M,AGE_004,2,90.55,0.74,3190,16
Dec-19,155,155. 가좌역1 번출구 뒤,일일(회원),M,AGE_005,1,93.95,0.85,3650,15
Dec-19,155,155. 가좌역1 번출구 뒤,정기,\N,AGE_001,1,42.13,0.31,1330,13
Dec-19,155,155. 가좌역1 번출구 뒤,정기,\N,AGE_002,103,14242.39,105.61,455240,2061
Dec-19,155,155. 가좌역1 번출구 뒤,정기,\N,AGE_003,48,3416.85,30.27,130440,1879
Dec-19,155,155. 가좌역1 번출구 뒤,정기,\N,AGE_004,18,1054.48,7.91,34080,200
Dec-19,155,155. 가좌역1 번출구 뒤,정기,\N,AGE_005,11,238.18,2.02,8710,72
Dec-19,155,155. 가좌역1 번출구 뒤,정기,\N,AGE_006,2,53.28,0.48,2070,20
Dec-19,155,155. 가좌역1 번출구 뒤,정기,\N,AGE_008,1,119.95,1.08,4660,69
Dec-19,155,155. 가좌역1 번출구 뒤,정기,,AGE_002,29,1627.97,13.95,60010,284
Dec-19,155,155. 가좌역1 번출구 뒤,정기,,AGE_003,19,939.68,6.61,28480,177
Dec-19,155,155. 가좌역1 번출구 뒤,정기,,AGE_004,3,316.01,3.08,13300,95
Dec-19,155,155. 가좌역1 번출구 뒤,정기,,AGE_005,25,1794.47,14.01,60420,724
Dec-19,155,155. 가좌역1 번출구 뒤,정기,F,AGE_002,82,4703.39,52.23,225150,1620
