대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리,이용시간
Dec-19,3,중랑센터,일일(회원),M,AGE_003,7,1208.87,10.11,43610,118
Dec-19,3,중랑센터,일일(회원),M,AGE_004,2,0,0,0,10
Dec-19,3,중랑센터,정기,M,AGE_005,5,110.02,1.03,4410,99
Dec-19,5,상암센터 정비실,일일(회원),\N,AGE_005,1,0,0,0,8
Dec-19,5,상암센터 정비실,일일(회원),M,AGE_004,5,427.8,3.92,16880,205
Dec-19,5,상암센터 정비실,일일(회원),M,AGE_005,1,16.43,0.14,610,5
Dec-19,101,101. (구)합정동 주민센터,일일(비회원),\N,AGE_008,2,1083.14,9.76,42080,82
Dec-19,101,101. (구)합정동 주민센터,일일(회원),\N,AGE_002,11,1001.83,8.81,37990,271
Dec-19,101,101. (구)합정동 주민센터,일일(회원),\N,AGE_003,3,345.41,2.74,11810,95
Dec-19,101,101. (구)합정동 주민센터,일일(회원),,AGE_003,1,45.36,0.34,1450,10
Dec-19,101,101. (구)합정동 주민센터,일일(회원),,AGE_004,1,191.3,1.67,7210,39
Dec-19,101,101. (구)합정동 주민센터,일일(회원),F,AGE_002,8,507.36,5.06,21800,323
Dec-19,101,101. (구)합정동 주민센터,일일(회원),F,AGE_003,4,1947.54,18.68,80550,172
Dec-19,101,101. (구)합정동 주민센터,일일(회원),M,AGE_002,7,653.93,5.91,25490,244
Dec-19,101,101. (구)합정동 주민센터,일일(회원),M,AGE_003,7,733.29,6.24,26890,185
Dec-19,101,101. (구)합정동 주민센터,일일(회원),M,AGE_004,1,75.74,0.59,2550,17
Dec-19,101,101. (구)합정동 주민센터,정기,\N,AGE_002,84,8616.86,80.91,348660,1584
Dec-19,101,101. (구)합정동 주민센터,정기,\N,AGE_003,20,1584.41,13.96,60090,382
Dec-19,101,101. (구)합정동 주민센터,정기,\N,AGE_004,3,98.7,0.86,3720,41
Dec-19,101,101. (구)합정동 주민센터,정기,\N,AGE_005,7,3032.5,23.66,102040,178
Dec-19,101,101. (구)합정동 주민센터,정기,,AGE_002,20,804.39,7.65,32960,280
Dec-19,101,101. (구)합정동 주민센터,정기,,AGE_005,1,91.48,0.71,3080,21
Dec-19,101,101. (구)합정동 주민센터,정기,F,AGE_002,45,3387,35.02,150880,1037
Dec-19,101,101. (구)합정동 주민센터,정기,F,AGE_003,47,1309.91,12.82,55210,492
Dec-19,101,101. (구)합정동 주민센터,정기,F,AGE_004,30,1872.53,18.9,81530,547
Dec-19,101,101. (구)합정동 주민센터,정기,M,AGE_002,14,1104.96,6.74,29060,195
Dec-19,101,101. (구)합정동 주민센터,정기,M,AGE_003,51,3473.12,27.59,118880,867
Dec-19,101,101. (구)합정동 주민센터,정기,M,AGE_004,15,2675.23,23.25,100250,347
Dec-19,101,101. (구)합정동 주민센터,정기,M,AGE_005,22,538.47,4.72,20360,145
Dec-19,101,101. (구)합정동 주민센터,정기,M,AGE_006,16,922.25,8.32,35830,256
Dec-19,101,101. (구)합정동 주민센터,정기,M,AGE_008,4,102.91,0.82,3560,17
Dec-19,102,102. 망원역 1번출구 앞,단체,\N,AGE_002,2,82.64,0.65,2820,17
Dec-19,102,102. 망원역 1번출구 앞,단체,F,AGE_002,2,80.58,0.93,3990,35
Dec-19,102,102. 망원역 1번출구 앞,일일(비회원),\N,AGE_008,6,603.86,5.44,23460,256
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),\N,AGE_001,3,130.82,3.11,13370,88
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),\N,AGE_002,49,6083.32,55.89,240820,1436
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),\N,AGE_003,11,840.11,7.1,30630,246
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),\N,AGE_004,5,2353.51,19.24,82920,146
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),\N,AGE_008,2,252.71,2.6,11230,78
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),,AGE_002,4,523.68,4.51,19430,189
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),,AGE_004,1,73.62,0.66,2860,25
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),F,AGE_001,4,296.11,3.39,14620,171
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),F,AGE_002,26,2570.28,28.51,122920,503
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),F,AGE_003,5,158.96,1.62,7000,102
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),F,AGE_004,7,623.82,6.39,27520,218
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),M,AGE_002,20,1396.94,11.59,50070,354
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),M,AGE_003,15,2550.26,21.06,90820,236
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),M,AGE_004,1,110.4,0.95,4100,22
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),M,AGE_005,2,199.09,1.57,6770,69
Dec-19,102,102. 망원역 1번출구 앞,일일(회원),M,AGE_006,1,29.94,0.25,1080,9
Dec-19,102,102. 망원역 1번출구 앞,정기,\N,AGE_001,8,375.77,3.58,15490,106
Dec-19,102,102. 망원역 1번출구 앞,정기,\N,AGE_002,312,30269.39,258.4,1113680,5787
Dec-19,102,102. 망원역 1번출구 앞,정기,\N,AGE_003,126,12808.61,117.47,506320,3186
Dec-19,102,102. 망원역 1번출구 앞,정기,\N,AGE_004,76,6628.34,63.58,274300,1433
Dec-19,102,102. 망원역 1번출구 앞,정기,\N,AGE_005,41,4526.14,30.47,131460,469
Dec-19,102,102. 망원역 1번출구 앞,정기,\N,AGE_006,19,2593.44,22.5,97090,279
Dec-19,102,102. 망원역 1번출구 앞,정기,\N,AGE_007,3,205.41,1.84,7980,50
Dec-19,102,102. 망원역 1번출구 앞,정기,\N,AGE_008,18,1811.07,16.58,71460,463
Dec-19,102,102. 망원역 1번출구 앞,정기,,AGE_002,60,7777.04,61.16,263650,984
Dec-19,102,102. 망원역 1번출구 앞,정기,,AGE_003,36,6360.53,46.92,202230,799
Dec-19,102,102. 망원역 1번출구 앞,정기,,AGE_004,10,704.49,4.94,21320,244
Dec-19,102,102. 망원역 1번출구 앞,정기,,AGE_005,6,439.59,3.53,15170,104
Dec-19,102,102. 망원역 1번출구 앞,정기,,AGE_006,5,127.43,1.08,4660,32
Dec-19,102,102. 망원역 1번출구 앞,정기,F,AGE_001,6,561.02,4.82,20760,184
Dec-19,102,102. 망원역 1번출구 앞,정기,F,AGE_002,95,4962.9,50.77,218750,1334
Dec-19,102,102. 망원역 1번출구 앞,정기,F,AGE_003,85,5038.98,51.52,222110,1306
Dec-19,102,102. 망원역 1번출구 앞,정기,F,AGE_004,51,4014.37,40.84,176070,725
Dec-19,102,102. 망원역 1번출구 앞,정기,F,AGE_005,16,351.02,3.4,14670,205
Dec-19,102,102. 망원역 1번출구 앞,정기,F,AGE_006,9,1179.99,9.65,41590,204
Dec-19,102,102. 망원역 1번출구 앞,정기,F,AGE_007,1,39.12,0.35,1520,12
Dec-19,102,102. 망원역 1번출구 앞,정기,M,AGE_002,132,18350.01,138.52,597040,2364
Dec-19,102,102. 망원역 1번출구 앞,정기,M,AGE_003,139,26559.12,203.27,876210,4162
Dec-19,102,102. 망원역 1번출구 앞,정기,M,AGE_004,76,10867.56,82.22,354450,1721
Dec-19,102,102. 망원역 1번출구 앞,정기,M,AGE_005,28,1770.84,14.85,63960,632
Dec-19,102,102. 망원역 1번출구 앞,정기,M,AGE_006,7,602.86,5.32,22970,156
Dec-19,102,102. 망원역 1번출구 앞,정기,M,AGE_007,6,172.2,1.29,5560,93
Dec-19,103,103. 망원역 2번출구 앞,단체,,AGE_002,1,55.95,0.73,3140,41
Dec-19,103,103. 망원역 2번출구 앞,단체,F,AGE_004,2,49.42,0.44,1920,21
Dec-19,103,103. 망원역 2번출구 앞,단체,M,AGE_003,2,1772.71,15.98,68870,35
Dec-19,103,103. 망원역 2번출구 앞,일일(비회원),\N,AGE_008,16,1038.36,9.35,40340,363
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),\N,AGE_001,2,435.01,3.12,13450,131
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),\N,AGE_002,25,2111.45,18.64,80340,595
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),\N,AGE_003,7,3453.42,27.08,116730,251
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),\N,AGE_005,1,104.53,0.97,4190,24
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),\N,AGE_008,1,0,0,0,12
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),,AGE_002,2,110.86,1.16,4990,47
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),,AGE_003,3,192.75,1.72,7390,51
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),F,AGE_002,11,807.57,8.14,35080,765
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),F,AGE_003,5,936.64,9.17,39500,256
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),F,AGE_005,3,867.45,11.2,48300,281
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),M,AGE_001,1,232.37,1.89,8150,113
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),M,AGE_002,18,2039.69,16.83,72710,485
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),M,AGE_003,4,387.81,3,12920,150
Dec-19,103,103. 망원역 2번출구 앞,일일(회원),M,AGE_005,1,24.97,0.23,970,30
Dec-19,103,103. 망원역 2번출구 앞,정기,\N,AGE_001,13,2033.87,17.53,75530,81
Dec-19,103,103. 망원역 2번출구 앞,정기,\N,AGE_002,128,12178.45,101.28,436620,2264
Dec-19,103,103. 망원역 2번출구 앞,정기,\N,AGE_003,63,12706.14,105.97,456660,1357
Dec-19,103,103. 망원역 2번출구 앞,정기,\N,AGE_004,38,2441.38,20.83,89740,922
Dec-19,103,103. 망원역 2번출구 앞,정기,\N,AGE_005,50,4967.71,40.67,175330,2915
Dec-19,103,103. 망원역 2번출구 앞,정기,\N,AGE_006,20,796.94,7.59,32770,414
Dec-19,103,103. 망원역 2번출구 앞,정기,\N,AGE_007,13,758.69,6.34,27370,200
Dec-19,103,103. 망원역 2번출구 앞,정기,\N,AGE_008,3,84.86,0.76,3260,18
Dec-19,103,103. 망원역 2번출구 앞,정기,,AGE_002,25,9747.39,79.22,341450,467
Dec-19,103,103. 망원역 2번출구 앞,정기,,AGE_003,45,2233.23,19.49,84070,766
Dec-19,103,103. 망원역 2번출구 앞,정기,,AGE_004,6,322.45,2.73,11740,77
Dec-19,103,103. 망원역 2번출구 앞,정기,,AGE_006,2,0,0,0,13
Dec-19,103,103. 망원역 2번출구 앞,정기,F,AGE_001,5,672.24,6.34,27390,198
Dec-19,103,103. 망원역 2번출구 앞,정기,F,AGE_002,47,2379.71,24.68,106310,594
Dec-19,103,103. 망원역 2번출구 앞,정기,F,AGE_003,50,3438.64,34.95,150820,1236
Dec-19,103,103. 망원역 2번출구 앞,정기,F,AGE_004,13,578.52,6,25860,180
Dec-19,103,103. 망원역 2번출구 앞,정기,F,AGE_005,22,1288.38,14.5,62560,381
Dec-19,103,103. 망원역 2번출구 앞,정기,F,AGE_006,4,157.71,1.43,6190,60
Dec-19,103,103. 망원역 2번출구 앞,정기,F,AGE_007,4,172.91,1.5,6520,127
Dec-19,103,103. 망원역 2번출구 앞,정기,M,AGE_002,59,3062.15,24.69,106370,1156
Dec-19,103,103. 망원역 2번출구 앞,정기,M,AGE_003,96,15148.86,116.81,503470,1853
Dec-19,103,103. 망원역 2번출구 앞,정기,M,AGE_004,48,5650.5,43.14,185920,770
Dec-19,103,103. 망원역 2번출구 앞,정기,M,AGE_005,20,1009.26,8.29,35700,351
Dec-19,103,103. 망원역 2번출구 앞,정기,M,AGE_006,14,3886.34,34.95,150620,88
Dec-19,103,103. 망원역 2번출구 앞,정기,M,AGE_007,7,1033.53,7.31,31530,316
Dec-19,103,103. 망원역 2번출구 앞,정기,M,AGE_008,6,186.45,1.51,6450,37
Dec-19,104,104. 합정역 1번출구 앞,단체,\N,AGE_002,10,807.72,6.92,29920,236
Dec-19,104,104. 합정역 1번출구 앞,단체,F,AGE_002,2,364.28,3.68,15860,141
Dec-19,104,104. 합정역 1번출구 앞,단체,M,AGE_001,4,1727.92,15.58,67130,400
Dec-19,104,104. 합정역 1번출구 앞,일일(비회원),\N,AGE_008,13,3743.11,33.75,145420,559
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_001,3,340.14,2.83,12210,83
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_002,60,7970.44,73.19,315510,1527
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_003,24,6427.06,58.89,253730,571
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_004,1,0,0,0,31
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_005,1,39.85,0.3,1290,10
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),\N,AGE_008,3,46.34,0.42,1800,213
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),,AGE_002,3,1539.89,14.83,63950,24
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),,AGE_003,3,324.28,2.47,10640,65
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),F,AGE_001,2,152.7,1.72,7380,115
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),F,AGE_002,16,1473.85,14.67,63130,602
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),F,AGE_003,3,445.03,3.85,16580,134
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),M,AGE_001,3,409.58,2.79,12020,86
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),M,AGE_002,25,2826.45,23.52,101310,705
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),M,AGE_003,8,694.65,5.61,24180,193
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),M,AGE_004,3,481.54,3.95,17030,90
Dec-19,104,104. 합정역 1번출구 앞,일일(회원),M,AGE_005,13,1187.62,9.71,41810,294
Dec-19,104,104. 합정역 1번출구 앞,정기,\N,AGE_001,7,343.7,2.89,12460,79
Dec-19,104,104. 합정역 1번출구 앞,정기,\N,AGE_002,180,12081.63,108.38,466980,3273
Dec-19,104,104. 합정역 1번출구 앞,정기,\N,AGE_003,98,17178.86,137.53,592670,2361
Dec-19,104,104. 합정역 1번출구 앞,정기,\N,AGE_004,45,2843.29,25.19,108480,848
Dec-19,104,104. 합정역 1번출구 앞,정기,\N,AGE_005,27,2148.63,18,77640,688
Dec-19,104,104. 합정역 1번출구 앞,정기,\N,AGE_006,5,272.68,2.15,9300,52
Dec-19,104,104. 합정역 1번출구 앞,정기,\N,AGE_007,1,112.54,0.94,4060,32
Dec-19,104,104. 합정역 1번출구 앞,정기,\N,AGE_008,1,30.16,0.26,1120,5
Dec-19,104,104. 합정역 1번출구 앞,정기,,AGE_002,25,1512.53,14.51,62540,803
Dec-19,104,104. 합정역 1번출구 앞,정기,,AGE_003,12,816.14,7.35,31640,268
Dec-19,104,104. 합정역 1번출구 앞,정기,,AGE_004,5,4031.07,34.12,147110,70
Dec-19,104,104. 합정역 1번출구 앞,정기,,AGE_005,2,210.67,2.11,9120,120
Dec-19,104,104. 합정역 1번출구 앞,정기,F,AGE_002,58,5159.25,54.34,234200,969
Dec-19,104,104. 합정역 1번출구 앞,정기,F,AGE_003,49,3164.49,33.3,143370,1101
Dec-19,104,104. 합정역 1번출구 앞,정기,F,AGE_004,32,4966.75,47.15,203210,656
Dec-19,104,104. 합정역 1번출구 앞,정기,F,AGE_005,22,919.34,9.04,38940,302
Dec-19,104,104. 합정역 1번출구 앞,정기,F,AGE_006,3,299.56,2.59,11190,92
Dec-19,104,104. 합정역 1번출구 앞,정기,F,AGE_007,3,58.19,0.53,2330,43
Dec-19,104,104. 합정역 1번출구 앞,정기,M,AGE_002,105,12478.43,99.97,430910,2563
Dec-19,104,104. 합정역 1번출구 앞,정기,M,AGE_003,128,10374.45,88.17,380160,2135
Dec-19,104,104. 합정역 1번출구 앞,정기,M,AGE_004,48,6477.93,53.56,230810,1003
Dec-19,104,104. 합정역 1번출구 앞,정기,M,AGE_005,20,2027.61,16.89,72760,636
Dec-19,104,104. 합정역 1번출구 앞,정기,M,AGE_006,3,202.53,1.8,7720,39
Dec-19,104,104. 합정역 1번출구 앞,정기,M,AGE_007,6,309.83,2.62,11320,195
Dec-19,105,105. 합정역 5번출구 앞,단체,,AGE_002,2,1192.75,8.73,37650,177
Dec-19,105,105. 합정역 5번출구 앞,일일(비회원),\N,AGE_008,4,1199.23,10.8,46590,186
Dec-19,105,105. 합정역 5번출구 앞,일일(비회원),M,AGE_008,1,75.93,0.68,2950,19
Dec-19,105,105. 합정역 5번출구 앞,일일(회원),\N,AGE_001,1,25.04,0.25,1090,6
Dec-19,105,105. 합정역 5번출구 앞,일일(회원),\N,AGE_002,26,1684.79,15.96,68860,711
Dec-19,105,105. 합정역 5번출구 앞,일일(회원),\N,AGE_003,4,404.73,3.44,14810,103
Dec-19,105,105. 합정역 5번출구 앞,일일(회원),\N,AGE_004,2,515.24,3.63,15650,78
Dec-19,105,105. 합정역 5번출구 앞,일일(회원),,AGE_001,1,\N,\N,0,32
Dec-19,105,105. 합정역 5번출구 앞,일일(회원),,AGE_002,6,370.18,2.64,11370,88
Dec-19,105,105. 합정역 5번출구 앞,일일(회원),F,AGE_002,5,296.81,2.88,12450,235
Dec-19,105,105. 합정역 5번출구 앞,일일(회원),F,AGE_003,4,483.63,4.11,17670,268
Dec-19,105,105. 합정역 5번출구 앞,일일(회원),M,AGE_001,1,12.47,0.1,450,3
Dec-19,105,105. 합정역 5번출구 앞,일일(회원),M,AGE_002,11,1459.87,11.22,48350,313
Dec-19,105,105. 합정역 5번출구 앞,일일(회원),M,AGE_003,5,367.81,3.04,13070,109
Dec-19,105,105. 합정역 5번출구 앞,일일(회원),M,AGE_004,1,30.29,0.21,900,4
Dec-19,105,105. 합정역 5번출구 앞,정기,\N,AGE_001,6,726.09,7.57,32700,169
Dec-19,105,105. 합정역 5번출구 앞,정기,\N,AGE_002,72,6346.8,53.83,231960,1684
Dec-19,105,105. 합정역 5번출구 앞,정기,\N,AGE_003,23,4062.8,30.93,133440,458
Dec-19,105,105. 합정역 5번출구 앞,정기,\N,AGE_004,13,445.28,3.54,15280,157
Dec-19,105,105. 합정역 5번출구 앞,정기,\N,AGE_005,41,2836.81,22.73,98040,1170
Dec-19,105,105. 합정역 5번출구 앞,정기,\N,AGE_006,2,46.51,0.41,1800,47
Dec-19,105,105. 합정역 5번출구 앞,정기,\N,AGE_008,3,112.02,0.97,4160,23
Dec-19,105,105. 합정역 5번출구 앞,정기,,AGE_002,15,2896.69,20.29,87460,309
Dec-19,105,105. 합정역 5번출구 앞,정기,,AGE_003,4,268.7,2.11,9090,75
Dec-19,105,105. 합정역 5번출구 앞,정기,,AGE_004,3,416.31,3.47,14970,75
Dec-19,105,105. 합정역 5번출구 앞,정기,,AGE_005,4,418.81,3.45,14870,126
Dec-19,105,105. 합정역 5번출구 앞,정기,F,AGE_002,24,706.3,7.41,31870,365
Dec-19,105,105. 합정역 5번출구 앞,정기,F,AGE_003,29,1426.26,14.65,63050,446
Dec-19,105,105. 합정역 5번출구 앞,정기,F,AGE_004,1,8.49,0.08,330,74
Dec-19,105,105. 합정역 5번출구 앞,정기,F,AGE_005,1,102.88,1,4330,23
Dec-19,105,105. 합정역 5번출구 앞,정기,F,AGE_007,1,1935.41,16.2,69820,27
Dec-19,105,105. 합정역 5번출구 앞,정기,M,AGE_001,1,256.61,2.09,9000,48
Dec-19,105,105. 합정역 5번출구 앞,정기,M,AGE_002,42,2296.42,19.15,82710,703
Dec-19,105,105. 합정역 5번출구 앞,정기,M,AGE_003,89,14101.93,111.89,482150,2302
Dec-19,105,105. 합정역 5번출구 앞,정기,M,AGE_004,19,668.81,5.29,22820,243
Dec-19,105,105. 합정역 5번출구 앞,정기,M,AGE_005,13,581.55,4.76,20560,165
Dec-19,105,105. 합정역 5번출구 앞,정기,M,AGE_007,1,73.18,0.65,2800,73
Dec-19,106,106. 합정역 7번출구 앞,단체,\N,AGE_001,2,155.83,1.83,7870,97
Dec-19,106,106. 합정역 7번출구 앞,단체,\N,AGE_002,2,276.53,2.79,12040,72
Dec-19,106,106. 합정역 7번출구 앞,단체,F,AGE_001,2,314.29,2.83,12210,142
Dec-19,106,106. 합정역 7번출구 앞,단체,M,AGE_002,6,744.23,6.55,28210,331
Dec-19,106,106. 합정역 7번출구 앞,단체,M,AGE_003,5,6006.05,59.18,255060,332
Dec-19,106,106. 합정역 7번출구 앞,일일(비회원),\N,AGE_008,18,2285.71,20.58,88800,1163
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),\N,AGE_001,6,455.02,4.32,18600,208
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),\N,AGE_002,61,9574.73,92.3,397870,2336
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),\N,AGE_003,17,2780.56,22.69,97810,653
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),\N,AGE_004,2,372.2,3.35,14460,67
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),\N,AGE_005,1,574.55,5.34,23030,31
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),\N,AGE_007,1,115.32,1.04,4480,21
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),\N,AGE_008,1,0,0,0,66
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),,AGE_001,2,304.5,2.76,11930,116
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),,AGE_002,9,1133.47,10.93,47120,279
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),,AGE_004,1,67.95,0.51,2200,10
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),F,AGE_001,3,4486.74,44.53,191910,123
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),F,AGE_002,24,1734.17,16.67,71960,729
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),F,AGE_003,9,1287.79,11.97,51550,247
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),F,AGE_004,4,477.82,5.06,21780,135
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),F,AGE_005,1,170.14,1.53,6610,39
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),M,AGE_001,1,60.23,0.54,2340,16
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),M,AGE_002,47,7426.93,61.01,263090,1598
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),M,AGE_003,14,1696.27,13.05,56280,480
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),M,AGE_004,8,988.68,8.96,38600,389
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),M,AGE_005,3,1260.95,10.29,44370,62
Dec-19,106,106. 합정역 7번출구 앞,일일(회원),M,AGE_006,1,253.72,1.73,7450,36
Dec-19,106,106. 합정역 7번출구 앞,정기,\N,AGE_001,2,78.81,0.67,2900,61
Dec-19,106,106. 합정역 7번출구 앞,정기,\N,AGE_002,213,28632.34,267.96,1155280,4732
Dec-19,106,106. 합정역 7번출구 앞,정기,\N,AGE_003,93,12173.23,106.71,460110,2949
Dec-19,106,106. 합정역 7번출구 앞,정기,\N,AGE_004,31,3975.07,34.84,150140,1474
Dec-19,106,106. 합정역 7번출구 앞,정기,\N,AGE_005,20,6279.36,49.19,211950,573
Dec-19,106,106. 합정역 7번출구 앞,정기,\N,AGE_006,34,12063.19,101.01,435470,2214
Dec-19,106,106. 합정역 7번출구 앞,정기,\N,AGE_007,2,1472.11,12.69,54690,111
Dec-19,106,106. 합정역 7번출구 앞,정기,\N,AGE_008,9,667.63,5.66,24390,132
Dec-19,106,106. 합정역 7번출구 앞,정기,,AGE_001,1,0,0,0,7
Dec-19,106,106. 합정역 7번출구 앞,정기,,AGE_002,66,8077.35,62.53,269650,1158
Dec-19,106,106. 합정역 7번출구 앞,정기,,AGE_003,13,2159.84,16.81,72470,206
Dec-19,106,106. 합정역 7번출구 앞,정기,,AGE_004,6,1568.29,17.83,76870,185
Dec-19,106,106. 합정역 7번출구 앞,정기,,AGE_005,8,862.82,6.86,29590,214
Dec-19,106,106. 합정역 7번출구 앞,정기,,AGE_006,12,1680.31,15.15,65280,136
Dec-19,106,106. 합정역 7번출구 앞,정기,F,AGE_002,65,4458.95,42.96,185220,1410
Dec-19,106,106. 합정역 7번출구 앞,정기,F,AGE_003,43,4907.25,48.56,209260,897
Dec-19,106,106. 합정역 7번출구 앞,정기,F,AGE_004,19,749.81,7.77,33540,490
Dec-19,106,106. 합정역 7번출구 앞,정기,F,AGE_005,5,225.42,2.14,9230,56
Dec-19,106,106. 합정역 7번출구 앞,정기,F,AGE_006,4,308.43,3.26,14090,86
Dec-19,106,106. 합정역 7번출구 앞,정기,M,AGE_001,1,68.57,0.52,2220,18
Dec-19,106,106. 합정역 7번출구 앞,정기,M,AGE_002,92,18369.03,148.98,642300,1878
Dec-19,106,106. 합정역 7번출구 앞,정기,M,AGE_003,124,16682.02,127.28,548730,3081
Dec-19,106,106. 합정역 7번출구 앞,정기,M,AGE_004,75,9427.12,72.42,312120,1553
Dec-19,106,106. 합정역 7번출구 앞,정기,M,AGE_005,58,4279.3,34.57,149110,702
Dec-19,106,106. 합정역 7번출구 앞,정기,M,AGE_006,17,1330.55,12.23,52770,436
Dec-19,106,106. 합정역 7번출구 앞,정기,M,AGE_007,4,102.88,0.76,3270,43
Dec-19,107,107. 신한은행 서교동금융센터점 앞,단체,\N,AGE_002,2,127.93,1.15,4970,87
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(비회원),\N,AGE_008,15,1445.82,13.01,56170,1512
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),\N,AGE_001,2,248.17,2.46,10640,100
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),\N,AGE_002,63,7857.95,73.03,314850,1790
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),\N,AGE_003,14,1342.01,13.42,57830,573
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),\N,AGE_004,1,174.26,1.57,6770,43
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),\N,AGE_008,1,73.67,0.81,3510,15
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),,AGE_001,1,122.4,1.3,5620,40
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),,AGE_002,4,1940.79,17.69,76280,114
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),,AGE_003,2,82.85,0.66,2860,22
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),F,AGE_002,16,738.61,7.88,34010,254
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),F,AGE_003,3,178.77,1.62,6990,59
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),M,AGE_002,21,3640.49,29.09,125380,641
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),M,AGE_003,9,433.94,3.62,15610,263
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),M,AGE_004,3,294.39,2.46,10620,151
Dec-19,107,107. 신한은행 서교동금융센터점 앞,일일(회원),M,AGE_005,1,74.69,0.53,2300,16
Dec-19,107,107. 신한은행 서교동금융센터점 앞,정기,\N,AGE_001,14,1458.91,13.28,57270,408
Dec-19,107,107. 신한은행 서교동금융센터점 앞,정기,\N,AGE_002,212,17525.42,158.21,681650,3957
Dec-19,107,107. 신한은행 서교동금융센터점 앞,정기,\N,AGE_003,90,12965.1,112.23,483770,2126
